-0.484561382	-0.762055664
-0.533365072	-0.775867532
-0.344058564	-0.62450127
-0.245873536	-0.535046516
-0.175536369	-0.483237375
-0.163840925	-0.475412663
-0.059009426	-0.470270061
-0.014365287	-0.443621618
-0.001372747	-0.43403598
-0.095407568	-0.64350033
-0.240383123	-0.83386902
-0.537718595	-1.088453344
-0.614677812	-1.171029912
-0.547334197	-1.080897848
-0.747468345	-1.24273609
-0.804810173	-1.468431374
-0.959131722	-1.586746233
-0.952137494	-1.538608232
-0.882267301	-1.356697383
-0.780465172	-1.406984987
-1.263331508	-1.470253209
-1.02217608	-1.37146823
-0.977003358	-1.297864605
-1.166383022	-1.314954694
-1.526532635	-1.197214731
-2.603703918	-1.305552181
-3.293981242	-1.124705954
-3.269754446	-0.909606599
-0.119130096	-0.825707579
0.006051623	-0.807841696
-0.05711809	-0.855239393
-0.045692107	-0.88251439
-0.038477355	-0.934913511
-0.035334334	-0.935471673
-0.036562538	-1.016262687
-0.029323803	-1.038409245
-0.023541165	-1.096390732
-0.014709215	-1.228979051
-0.002021814	-1.299435268
-0.082377283	-1.378777793
-0.252256641	-1.506643231
-0.307050465	-1.515130952
-0.285155743	-1.519994258
-0.283924435	-1.59146799
-0.272637429	-1.639501724
-0.235727272	-1.660507399
-0.177452428	-1.590531138
-0.124031794	-1.65015324
-0.11639507	-1.698966689
-0.055189184	-1.676637717
0.015469592	-1.609420758
0.044858865	-1.496108158
0.046282927	-1.754074275
-0.019984817	-1.672321351
-0.072927613	-1.627389898
-0.154183959	-1.572123155
0.301330312	-2.772065618
0.324185009	-2.988479684
0.462390952	-3.061045417
0.605964259	-3.132504402
0.841910329	-3.222960242
0.560705323	-3.297245179
0.268844719	-2.983023439
0.209063415	-2.827781436
0.19377709	-2.93661229
0.13258662	-2.766312522
0.054367222	-2.718830808
-0.052329239	-2.838677069
-0.163640899	-2.748330924
-0.164980777	-2.647541437
-0.197100874	-2.76780453
-0.272623213	-2.849412767
-0.255494764	-2.810388934
-0.289454156	-2.80984648
-0.274198464	-2.804740246
-0.221639848	-2.712281893
-0.258323933	-2.788177438
-0.164728981	-2.605494198
-0.141558997	-2.625144091
-0.20704443	-2.527976455
-0.256066208	-2.365556078
-0.240740125	-2.28107572
-0.289867228	-2.288837436
-0.327317945	-2.278458697
-0.557947752	-0.696037761
-0.494084736	-0.724978626
-0.350490456	-0.739633083
-0.272534181	-0.720274765
-0.184638788	-0.77658867
-0.122666752	-0.842910352
-0.200400456	-0.915294803
-0.042974761	-0.847526597
0.115529447	-0.699980375
0.136718604	-0.621852158
0.061184596	-0.661178018
-0.069606175	-0.585793359
-0.114194758	-0.743821129
-0.166868453	-0.80834913
-0.160959146	-0.89137359
-0.188240204	-0.997634214
-0.239015353	-1.164606207
-0.276961272	-1.150350306
-0.227981525	-1.246660306
-0.231219234	-1.185295841
-0.23908827	-1.089716555
-0.170724777	-1.111237817
-0.180579184	-1.094882133
-0.174892382	-0.937838739
-0.097493584	-0.946979834
