-1.156749762	-0.485165573	0.253100408	0.443986931	0.333200354	0.13809071	0.82074776	-1.606498443	-1.822839247	-0.115782573	0.126092966	0.15112407	-0.049612026	0.66524033	0.217169695	-1.161987661	2.028839818	-1.070064951	0.396916774	1.41100868	-1.117060319	-0.516455187	-0.265140759	-0.129714687
-1.348484548	-0.493868182	0.261175686	0.38995115	0.34324266	0.437561018	0.661663811	-1.55386026	-1.770201064	-0.028397693	0.124798029	0.209630814	-0.10633917	0.542921534	0.233338198	-1.094148317	1.954266372	-1.089847235	0.444571098	1.472788454	-1.644539541	-0.50349221	-0.221647341	-0.152744539
-1.488257193	-0.46018769	0.346529459	0.38415129	0.506022891	0.717400119	0.464854297	-1.52642721	-1.742768014	0.033332773	0.206164199	0.269306151	-0.119026113	0.652040837	0.265900926	-1.012194428	1.951183303	-1.084107009	0.093197548	1.500221505	-1.146775934	-0.598329324	-0.256168265	0.047931572
-1.470027521	-0.453862262	0.074166245	0.618845213	0.506022891	0.379442778	0.533455702	-1.575388037	-1.742768014	0.06787974	0.22351432	0.467553103	-0.028054335	0.727197056	0.217565462	-0.956624576	2.193947604	-1.028655705	0.275800597	1.500221505	-1.099354239	-0.571703683	-0.215238956	0.117098813
-1.166301967	-0.456614092	0.229043273	0.409785391	0.630924732	0.421831148	0.7924314	-1.55386026	-1.770201064	0.075179496	0.178731148	0.39982069	-0.018057867	0.769998639	0.277491779	-1.01543275	2.281583884	-1.11154006	0.216162973	1.531628481	-1.130356331	-0.533178766	-0.226341762	0.038920925
-1.104111579	-0.475125687	0.199633671	0.527626969	0.608952651	0.477784651	0.859123829	-1.557279067	-1.770201064	0.110039981	0.161074677	0.329167723	0.25928438	0.969271158	0.496581197	-1.054016216	2.348284767	-1.11373545	0.411795154	1.531628481	-1.016628683	-0.48001169	-0.137559866	0.189296741
-1.193552851	-0.503232607	0.015623195	0.63660472	0.3872495	0.297237831	0.531879889	-1.606498443	-1.822839247	0.091712661	0.225946493	0.374385331	0.444382092	0.902573474	0.568485954	-1.058160048	2.33445359	-1.092265661	0.57158313	1.501586906	-0.830372465	-0.431262253	-0.006456066	0.190989751
-1.451128142	-0.360795355	-0.0559104	0.657517304	0.483843338	0.371374912	0.53245763	-1.680684652	-1.898597154	0.076690873	0.25265936	0.337476458	0.283538307	0.83830807	0.281574635	-1.073278201	2.20418993	-1.104228447	0.558237993	1.680297583	-0.922725824	-0.504722898	-0.118426314	0.100529904
-1.130741846	-0.648622102	-0.056662554	0.770266954	0.72689531	0.713663217	0.746470804	-1.580490527	-1.840128137	0.187321217	0.152100881	0.36882678	0.056549272	0.760264583	0.29889636	-0.939894842	2.066393035	-1.099455815	0.219483122	1.306538524	-1.105805042	-0.639124338	-0.278821314	-0.061358273
-1.072193696	-0.804050479	0.033034584	0.53065305	0.773870679	0.688816569	0.730726148	-1.580490527	-1.796831331	0.154271125	0.203273468	0.501932912	-0.117835735	0.914321397	0.594106047	-0.901089268	2.430373494	-1.080646483	0.20195379	1.040684806	-1.096927368	-0.665155884	-0.262244822	0.094082998
-0.905076445	-0.864567162	0.062639586	0.528915646	0.646878077	0.5147387	0.807113059	-1.583909334	-1.801077622	0.178484807	0.399451183	0.66774289	0.010345402	0.840408367	0.465549514	-0.918541718	2.628979009	-1.02821512	0.183293073	1.054218013	-0.958960331	-0.627213133	-0.221002786	-0.03853517
-0.600856528	-0.812406854	0.070986386	0.79794894	0.636410263	0.582793268	0.911727215	-1.587339869	-1.801077622	0.240418988	0.385690586	0.529619244	0.325633171	0.709040447	0.499803893	-0.889051289	2.414039985	-1.02821512	0.154572176	0.950358093	-0.74447006	-0.630111686	-0.227774127	0.078549831
-0.50040567	-0.780737526	0.057272508	0.914934298	0.64148269	0.674176	0.739793217	-1.60991725	-1.827085538	0.257078876	0.317226917	0.404985771	0.334524111	0.79881572	0.67469915	-0.881442594	2.356425288	-1.002536891	0.406126672	1.014676891	-0.683947484	-0.524519747	-0.24246365	0.307861161
-0.70797555	-0.674630017	0.069481103	0.67022612	0.438526527	0.576210983	0.448281416	-1.623710572	-1.83993368	0.243540667	0.387017077	0.499465386	0.566933761	0.66524033	0.72036296	-0.848919402	2.150007762	-0.953391424	0.338387291	1.084871895	-0.724933422	-0.541905401	-0.265140759	0.095702194
-0.778048451	-0.736202629	0.122119285	0.663523793	0.714317092	0.754577977	0.803865665	-1.592125798	-1.809082852	0.313732492	0.530263137	0.408970766	0.654301632	0.769998639	0.882384204	-0.775694586	1.91485754	-0.864131886	0.275192802	0.899437136	-0.927027922	-0.576278596	-0.336631002	0.064953358
-0.985148103	-0.465069224	0.062639586	0.649670656	0.92671958	0.775780899	1.003416867	-0.85874594	-1.004913095	0.262493975	0.55171507	0.32664737	0.341738199	0.928581389	1.031384501	-0.756374963	1.901117045	-0.547706936	0.488055698	1.478937335	-0.835794112	-0.701189552	-0.172755318	0.98574443
-1.098725912	-0.839921095	-0.149936806	0.356947588	0.797208779	0.682208746	1.068646276	-0.98555551	-1.179820249	0.087205454	0.700617927	0.518014402	0.515642725	0.884254285	0.899159078	-0.926454117	1.858167372	-0.303889511	0.729160723	1.842991219	-0.929039954	-0.634834327	-0.000738783	0.740467359
-1.312336246	-1.252357787	-0.082194508	0.034351214	1.088356772	1.21225821	0.949065175	-1.16534641	-1.256536648	0.050709067	0.9085369	0.788830047	0.579990122	1.334484002	0.896938084	-0.773221674	1.654192281	-0.13310919	0.553206429	1.497593393	-0.752669854	-0.594954468	0.071919198	0.205073379
-1.287236056	-1.305176975	-0.119384364	-0.029850583	0.885088047	0.988783049	0.669105173	-1.06380805	-1.214551572	0.046941133	1.341198089	0.809305946	0.383445481	1.288054655	0.438624713	-0.460468582	1.217040806	-0.071947714	0.260568546	0.882232108	-0.584955746	-0.616383938	-0.292983783	-0.099366613
-0.675212117	-0.996501876	-0.217587185	-0.015434078	0.827933996	0.920391191	0.788757356	-0.905814024	-1.089604549	-0.112696978	0.662993007	0.856935422	0.495052544	1.208671383	0.936045367	-0.408659406	1.049877749	-0.355944132	-0.072585845	0.779411969	-0.9795692	-0.535263318	-0.602046424	-0.277621353
-1.003519641	-1.376735148	-0.506350982	0.080002697	0.82731986	0.738349456	1.58098464	-1.408701021	-1.41296542	-0.063413364	0.239138939	0.550894188	0.127479621	1.034940274	0.566364548	-0.042464639	1.045965744	-0.493261715	-0.20779675	0.664408459	-1.31830295	-0.698885029	-0.345703661	-0.251953648
-1.441909984	-1.763212131	-0.478161688	0.384699191	0.529286334	-0.014522691	0.401032763	-1.498547429	-1.522734654	0.023504705	-0.179245578	0.299625255	-0.138325308	0.571892321	-0.208666797	-0.146852124	0.253206706	-0.791707656	-0.372556039	0.466815146	-1.627049473	-1.006050519	-0.73779314	-0.580860613
-1.009611914	-1.484250399	-0.026778984	0.5994469	0.463659606	0.190702913	0.413214774	-1.90588947	-2.04875219	0.085963551	-0.009853664	0.645874991	0.22558039	1.071407662	0.193096668	-0.194688837	0.425983867	-0.821830453	-0.190614375	0.45528576	-1.428944046	-0.817025262	-0.391068479	-0.261945441
-0.975213539	-1.675220129	0.219389333	0.547541423	0.323092406	0.469462582	0.999013283	-1.825608639	-1.594496918	0.141983124	0.01675341	0.88757124	0.088368463	1.191885127	0.034699159	-0.251649876	0.959049808	-0.679567656	-0.115730869	0.761510721	-1.158365518	-0.857213513	-0.153008151	-0.117334303
-0.611119893	-1.675220129	0.241471096	0.631461772	0.495910357	0.628495102	0.723836532	-1.82275557	-1.368183792	0.178724431	0.092993235	0.858539114	0.254903758	1.191885127	-0.016851593	-0.32280189	0.832851078	-0.786847461	-0.217886483	0.822610673	-0.99605919	-0.828238374	-0.044910117	-0.159034535
-0.484196281	-1.469146823	0.218234931	0.622267983	0.742439334	0.683803761	0.172985751	-1.607042269	-1.226721342	0.30037441	0.201505508	0.628804745	0.773464862	1.160454505	0.139700945	-0.247629709	1.838888185	-0.707596916	-0.159512664	0.812914439	-0.870169863	-0.811631915	0.045602152	0.007798629
-0.530194475	-1.226018816	0.34617855	0.747001082	0.705373083	0.415081479	0.21619662	-1.603448447	-1.586996842	0.403715382	0.175592249	0.42837227	0.70763127	1.031708258	0.080402062	-0.328588832	1.507113585	-0.78779009	-0.124594346	0.857698705	-0.697926391	-0.865694973	0.028946669	0.022487689
