247.720000000	13.300000000	2.291782609	2737.967129000
250.450000000	11.810000000	2.332538095	2773.812637000
252.240000000	11.100000000	2.459640000	2844.622300000
255.230000000	11.800000000	2.588500000	2921.670249000
259.390000000	11.430000000	2.652928571	2993.118014000
260.850000000	11.360000000	2.650910526	3020.065512000
259.510000000	13.120000000	2.706018182	3088.640279000
259.740000000	11.950000000	2.699454545	3153.321774000
260.780000000	12.200000000	2.850680952	3209.388191000
263.110000000	14.150000000	3.008120000	3263.203414000
267.200000000	13.000000000	2.934857143	3231.793520000
268.980000000	12.700000000	2.876471429	3233.359594000
269.540000000	15.250000000	2.922478261	3267.777165000
274.440000000	13.200000000	3.012365000	3293.985739000
274.380000000	14.000000000	2.945957143	3320.448745000
274.270000000	13.650000000	2.896943478	3322.830221000
276.420000000	13.500000000	2.839847619	3331.914337000
278.020000000	12.500000000	2.931857143	3416.645363000
279.330000000	13.500000000	2.922236364	3453.448551000
282.580000000	11.900000000	2.962877778	3478.597224000
281.760000000	11.750000000	2.968200000	3495.178694000
282.270000000	11.750000000	2.965422222	3536.841527000
286.330000000	11.350000000	3.073490476	3591.296082000
287.810000000	11.250000000	3.273322727	3731.523964000
292.540000000	11.500000000	3.495222727	3791.565030000
299.740000000	12.800000000	3.741613636	3938.240731000
302.170000000	12.830000000	3.678985000	3910.918513000
305.240000000	13.900000000	3.672547826	4006.750682000
309.230000000	14.590000000	3.660400000	4071.633613000
310.610000000	14.990000000	3.570271429	4141.814635000
309.780000000	15.300000000	3.525340000	4210.003322000
310.240000000	15.000000000	3.566280952	4263.409736000
311.850000000	14.510000000	3.518800000	4290.284854000
313.880000000	14.700000000	3.474294737	4370.966271000
320.400000000	14.750000000	3.668872727	4476.679245000
325.180000000	15.500000000	3.886036364	4599.147553000
327.410000000	15.900000000	3.854623810	4593.907072000
330.750000000	15.350000000	3.779122727	4622.920147000
333.170000000	14.930000000	3.784830000	4686.487422000
336.480000000	15.100000000	3.887854545	4795.633100000
342.780000000	15.650000000	4.061345000	4892.550666000
348.340000000	17.850000000	4.422081818	5089.541236000
357.440000000	19.800000000	4.636550000	5121.756016000
359.410000000	19.950000000	4.756554545	5252.276684000
367.660000000	23.800000000	5.740522222	5803.307439000
