94.770000000	50.000000000	1.663822000	85.652896850
96.230000000	55.000000000	1.631060063	85.647070860
98.120000000	50.000000000	1.663371048	94.269232130
99.090000000	45.000000000	1.635044714	93.915359930
100.040000000	40.000000000	1.497565714	91.667976450
100.120000000	40.000000000	1.425944333	96.188671850
99.930000000	36.000000000	1.403846391	97.855207160
100.090000000	35.000000000	1.403841048	97.962328660
101.440000000	32.000000000	1.378964409	104.556583500
102.380000000	30.000000000	1.428126091	111.954761700
103.680000000	25.000000000	1.479556000	116.471758300
104.120000000	30.000000000	1.436009087	123.858152600
104.810000000	27.000000000	1.349900238	122.643668900
105.350000000	25.000000000	1.330214647	127.157518300
106.360000000	25.000000000	1.322204217	134.588175400
106.890000000	24.000000000	1.357882905	145.481546800
107.350000000	24.000000000	1.508583300	156.825198500
107.210000000	23.000000000	1.495925636	164.662828500
107.720000000	23.000000000	1.455224136	163.879532800
108.540000000	23.000000000	1.474444238	172.522133600
109.570000000	22.000000000	1.505570045	176.183155100
112.030000000	22.000000000	1.491942000	180.330532900
113.500000000	25.000000000	1.452394950	185.653426100
113.860000000	24.000000000	1.400063217	191.083035100
114.490000000	22.000000000	1.356542105	192.046516000
114.510000000	20.500000000	1.316475000	198.620679400
114.810000000	36.000000000	1.311252174	208.373250600
115.630000000	19.600000000	1.360038095	215.759385900
116.690000000	18.750000000	1.371628571	224.770476100
116.810000000	19.500000000	1.361218182	234.931242300
116.140000000	18.500000000	1.339152381	239.150055000
117.130000000	18.500000000	1.343077273	250.031424800
118.330000000	18.500000000	1.340636364	258.316083100
120.450000000	18.650000000	1.357709524	266.881492200
122.140000000	18.000000000	1.360205000	274.954284000
122.650000000	18.500000000	1.352204545	308.045009000
123.570000000	18.000000000	1.334344444	305.068858800
123.840000000	17.000000000	1.326535000	317.093655400
124.180000000	16.600000000	1.335139130	333.539130200
125.840000000	18.000000000	1.337345000	345.181430800
128.200000000	16.000000000	1.420659091	377.346675400
128.630000000	19.990000000	1.600536364	391.349567900
129.720000000	21.550000000	1.558266667	394.230834300
129.150000000	21.000000000	1.469245455	397.416628100
130.810000000	21.200000000	1.479252381	406.095889400
132.470000000	21.400000000	1.483373684	411.146057400
134.180000000	21.400000000	1.458022727	421.368961000
134.490000000	21.600000000	1.433271429	431.761744600
135.840000000	21.750000000	1.426660000	433.296307100
136.420000000	20.050000000	1.396940000	443.186043900
137.670000000	20.050000000	1.409631818	450.049838400
139.330000000	19.850000000	1.361815000	461.895189400
140.030000000	19.600000000	1.338282609	467.619361300
139.690000000	19.600000000	1.321547619	480.528958100
138.670000000	19.500000000	1.282131818	495.502571700
138.700000000	19.250000000	1.314595455	505.835954100
140.130000000	19.200000000	1.267385000	510.988094100
142.670000000	18.750000000	1.202366667	522.701559300
145.450000000	18.150000000	1.190463636	537.921719900
145.770000000	19.350000000	1.178626316	524.963401200
146.940000000	18.250000000	1.176086364	530.005545900
148.840000000	18.000000000	1.193904762	547.572098800
150.270000000	18.210000000	1.238333333	575.382962100
152.790000000	18.100000000	1.302971429	587.658490300
155.070000000	19.450000000	1.253009524	594.605160000
154.510000000	22.000000000	1.233723810	624.051395900
155.400000000	21.000000000	1.215786957	626.127201200
155.020000000	20.150000000	1.178328571	633.995872600
155.720000000	20.600000000	1.235576190	658.267791600
159.770000000	22.350000000	1.480365000	660.619851300
161.100000000	23.900000000	1.595505000	651.135463400
160.440000000	23.150000000	1.546226316	646.998451000
160.900000000	20.750000000	1.596728571	637.878779900
160.350000000	17.000000000	1.660335000	636.104458500
162.120000000	15.000000000	1.712763636	638.636135700
162.150000000	15.000000000	1.611895238	635.047213800
163.190000000	15.000000000	1.559252632	642.845960400
163.370000000	15.000000000	1.547218182	656.396819500
163.780000000	15.000000000	1.520991304	654.527903100
163.290000000	15.000000000	1.486352381	663.054007000
163.930000000	15.000000000	1.492395000	681.085053300
167.880000000	10.150000000	1.469176190	681.832644100
170.010000000	10.150000000	1.487173684	699.313404400
170.910000000	11.000000000	1.506743478	719.511243800
174.070000000	10.650000000	1.473400000	725.751474900
176.590000000	10.150000000	1.512830000	749.880313200
177.620000000	10.150000000	1.535678261	779.253418300
178.680000000	9.950000000	1.495047619	795.149464300
178.040000000	10.590000000	1.542210000	828.802064400
177.040000000	10.600000000	1.577863636	872.086934300
176.190000000	10.250000000	1.543731818	880.767247500
176.900000000	9.800000000	1.508876190	896.105341800
179.070000000	9.450000000	1.496105000	924.816653200
182.350000000	9.800000000	1.425300000	940.606533300
182.400000000	9.750000000	1.436422222	972.591225400
181.850000000	9.800000000	1.520443478	1030.228538000
182.600000000	9.250000000	1.561309524	1048.511129000
183.930000000	8.850000000	1.590470000	1083.539075000
184.700000000	9.400000000	1.582265217	1113.580861000
186.300000000	9.550000000	1.522938095	1137.981911000
190.810000000	10.400000000	1.571704762	1189.852485000
188.080000000	11.150000000	1.601700000	1237.953917000
187.310000000	10.900000000	1.654657143	1251.164916000
188.670000000	10.400000000	1.752647619	1291.370836000
190.090000000	9.900000000	1.795142857	1322.456503000
196.310000000	12.350000000	1.835895238	1332.463706000
199.700000000	12.400000000	1.812463158	1353.600671000
200.850000000	13.100000000	1.867822727	1370.435093000
201.980000000	13.200000000	1.847813636	1364.587310000
203.120000000	11.600000000	1.759533333	1381.401419000
203.960000000	12.000000000	1.787881818	1414.904294000
207.050000000	12.000000000	1.788420000	1441.302734000
206.610000000	12.360000000	1.805627273	1480.325189000
204.760000000	11.750000000	1.824833333	1500.659321000
204.290000000	12.060000000	1.813590909	1517.236418000
205.430000000	11.400000000	1.794440000	1526.759864000
207.550000000	10.000000000	1.804275000	1544.520463000
211.620000000	9.000000000	1.802780000	1565.489202000
212.420000000	9.000000000	1.794050000	1584.828009000
213.230000000	8.500000000	1.787676190	1631.718370000
216.740000000	8.300000000	1.772368182	1643.657470000
217.390000000	7.950000000	1.776035000	1678.615081000
218.830000000	8.640000000	1.810457143	1722.420328000
219.750000000	7.500000000	1.799690476	1755.323302000
220.070000000	8.000000000	1.826050000	1848.261705000
221.750000000	9.950000000	1.897915000	1916.124268000
222.440000000	9.400000000	1.933965217	1970.518723000
222.210000000	9.900000000	1.958221053	2009.115976000
223.910000000	9.850000000	2.020785714	2065.485475000
227.940000000	9.800000000	1.993883333	2068.994535000
227.960000000	9.120000000	2.025400000	2111.467814000
229.010000000	9.750000000	2.061531818	2189.815874000
233.540000000	11.250000000	2.220845455	2256.839427000
234.540000000	13.350000000	2.216745000	2263.786610000
237.180000000	14.040000000	2.221785714	2276.836980000
240.370000000	12.360000000	2.131295238	2286.455523000
241.320000000	11.900000000	2.094565000	2300.688473000
242.070000000	11.550000000	2.119538095	2369.330713000
243.170000000	10.500000000	2.122490000	2392.639698000
243.400000000	10.350000000	2.162161905	2413.083755000
243.740000000	11.300000000	2.207559091	2506.065313000
248.370000000	17.960000000	2.262385000	2607.503021000
248.820000000	11.000000000	2.237600000	2648.613624000
